SubjectID,CompileSuccessRate
2a4923fa9ce5fa9f5676ad296d96b2efbfaf6c2f3ed102c27f2720619c055f56,0.9738960226765104
2aa81636a0801032027619a430f7fd563d474f12c8a37e825f2cf4cf82c2513f,0.9853322440087146
2b0d7973d3697e56354e470aa6862914b640f05eafa24b668c31111c18c24c29,0.9156677638470783
2b765fe0ff8921ba8007f68a8f3114e5f9d156793b297666974d2cc8c459dbe9,0.9642857142857143
2da9ccda2c92ca42dc54cb2ad6fb83f9e028e6be253719f0f1c025ccc1bb21e8,0.8
2e8968dcf53d59483593d3a87e809c59f9fd26c7e08284408dda95862bd30040,1.0
2e8d9d186f91de089dd9a3729ab9328a2d96e24da35fe01e64019625679d0665,0.9545454545454546
2e91b513729cdcd7d048887ca2ce87c42fab4ad9e8d66a0c88fbdc4a3b51edda,1.0
2fa52f17e355a71d8724c99ee2c6f1c126114469b3a19721461fa721ad8252df,0.9692776627559235
30a94e0783e821f384919825a0751de1b0786e4e4b1d94c7fa60bfc9e3f2c7e2,1.0
30aaf42fe4bf69cdb8c8a67bbe0cbf93744f8c9f1a57f32743f8d67a11280524,0.9696969696969697
312c86b7d64e33005a33b923397b49b912f1a2b970cacafd174f898897644b77,0.9647095139590449
31454a3f2104f511572f100b672c778d783f92826ac86c8de0dcd9336f3bc56a,0.9761904761904762
3150564d206ec136aa7a42329ea7329a3fc9ec58e6bbbee1e74184fa61f27b8d,0.8566296761070512
32025281a83dcded7f2ed04216ab828bcc9a88f1d30a48a4c58d275c36d3a04f,0.9259259259259259
327fb4cd88d86ea5aac6fe28ed8e4ac8bcd126fb1fcbbd819c453d84171b49a6,0.9773299175357749
32b79cc616653b07490a0af1f23ddb5b48c51ceaf2e9f664c520f2830b479720,0.9930223285486444
33ff5507d9f7e39c2cc9bf5c157d6b5e64c85c2e5e5c98fb4b71875cbf061c4f,0.8278026409074796
346bb8476ab73eca6789340ad862094d5a23abcbb5038600dc869708f1402c78,1.0
3499935441b3acdcf94d2b0000a69a4121224cde064df888f08730b8a66776f3,0.9964157706093191
352bc76fb1256b124c7797fc7866e2fa1d6f6da98c325ff3bc0b1f12687dc204,0.9479166666666666
3557ff7d9f40e3e65f1344878275d557a3a6a9d1282d8799d9ab39710c8a9072,0.9814304881165347
356af5c5923d2ab02d7ee3e4aa3868f438374c56442f922eac97f7cfb4bf6ffd,0.9782608695652174
35b37f46015fb163a6bf29193439978211262163904916043de0ae69637fc1ed,0.9534883720930233
35c9cfa8428ff48fddbf3761aa3b4f0d4a5069bace0d65e56bbc889596bc7606,0.8888923585563903
3613cc55e0e9ddc33d86c239eea978d9f20d9af727be3c76c949fb78d569b391,0.9881437277004199
370725ae2a89dc37220150a7591606a162c94a5c3c539bbc6f142f3017c27ab9,0.9639368744845418
37b5131818a0faa988d16fb2dce9bbd19bbe9683cf9256496b54f08aa9d477b6,1.0
38b4d34228d3973922e089338fd15b05c0b582ec4da268d26def6738fba99860,1.0
39a54fcafbc2cbdd0c20077deb0d376d69f58969d26da4998de424c0ba0fd375,1.0
39ff2abf6a5520e2e12bb525dc934f67267072726ed1d7f635abdcc7cf3db8b2,0.9679909713753541
3a6e37dbe53b4b382157e5b9af490d2e0b73003471c91a70bce8af2e9d4e65b5,0.9927253170289855
3c3fb94447d0bd2697f78ed72972fe044af9601c36a718e64eeadc35caabd7e3,0.9273909162029466
3c4453ecbaae0742f7b8ddd9402541fca1019ee6412599fc2c42006617f84038,0.9540728898810429
3cea3e7262d4c3076e2364bba5a70b3e981359b19387c8be420124d6dfd66d9d,0.8866349163272875
3e8e29b5180606b4dfe452286e097fc245d472615349ad512add5168ea670705,0.9382882011605416
3ede51276f65fc40763a7f84d942897c848d70abe645cc8e5ff479373ac81b5d,0.9729736766501472
3f808cfa068aade57075bb39b0f6e7adcfa88a37400182e8b43e9ba439f978a9,1.0
3f9f1fa0b4d8e9642e54da2c910f37617641c607a0a13ef7599ed40d7f7f264d,0.75
403ab1eff9fca5700f9a9c8f2b35f56478a38742264b24d31dbdd5ccdb671220,0.9748413277156591
43152c7414cc1ca8bd3abd1be1d5097558af18a6bfcd2d243ddcf48d46fcb250,0.9942595459236326
43503573417aa0e0bdbe08d05f4dcf15c2f1bdf168b5b5db221a1cf0ffca89e0,0.8304482461750632
4351549545d6249b8195db2e62dce32e0d68a58c80acec0344edfb3cc762dd25,1.0
4595c483530efddfd10e4fd24f3f6b25fd9f95f8b0d60f8d571516a402ef60e1,0.9638149861834073
45bb8c0c5667ca4eb6721be0f27cd215873c856c0af23c6587e43561d16a2f7b,0.9411764705882353
460b7e8d162e05692c925232d9a2b12c8071a66cc9c332382c2dab9a3ed2789a,0.9730092475002845
46674be57692052cb473af7ae11d7e4f137d9627bc31304dbe15cc291a7d3f04,1.0
46d471ff4ddf66791af111862176f49472c86368b28ae8254956c1bdec84f92e,1.0
471c04359337ba591dd699b5527635fc771256ea069656706fdf7fe4e5c9b29c,0.9706827071233851
477a1d59e3d77303d48abce96d2dd27e2f930113d21c919a35acaf1ff7f4805b,0.8009022556390978
479ad6ae2d4d00f008545727b39ebe1dc599226167ae430c95f6e37652f15cae,0.9761271823432215
47ce39382d43431bf0cca0fd5b68d70cab3209e11f52d9cb471d8c930b42eb46,0.9826271626420584
485ed96fc1df9311d81a9a5622dc60c0f7c697c69fb71250318e1e7634e41398,0.9896638801811216
4891f9997e4863361ca7748a973e880815c23302e1f7e8ec05d18e38cb2ea4de,1.0
4954366c3a794c4683d2e16cabc666113e72cab7c0b3319fb0c08a6daef1554f,0.9840106435240873
4984dacf63e12896431b4a1b271c380037ff9b23b8dfe33d788d2e09b24310f3,0.9972222222222222
4ab2811be1a92b6c27847a702f0c5cf74dbf5feeec7a248871fb60b8154bc675,0.9967963386727688
4b07d6eb08fad79b588294d3beeeff7e5023ac9a1c3a6b2e0b5e949222f42a64,0.9867871915127034
4b08474d02481e6a2b2285fd46b80686039c8a270a8484197be426f0bfc1b9d6,0.9410628019323672
4bc2804c71331a61bb32ea50848acbace7cca0f40d9dd68597393ec5ced8cdca,1.0
4bd2ed4b552bda40794d13b1c61bedda9c14d27a71c3f3d294f93a6b3d97baf7,0.9821428571428571
4bfc2b911b83cdba728e550e8f41528032b2aac72f811a3553f96b8677c7f240,0.9981203007518797
4c0cc592e44fd21e31022589641a737e13686ae6d77ec5c719dd002e68d58092,1.0
4d61d0c14adfa3d49fa52c96667f1222512150c9becf6a08e9817fd1130836ca,0.987454100367197
4ddb5f293d14c2381a743a981c0c1348c382f1a268fe1d8072379ee307b099f0,1.0
4dff0b963422b9e21ced98336723c69c5eb097085f64ea144411ee6590494922,0.9388687113263384
4e3c5d66bb39d8a441a86f020c074737bfa4c8b9789364caf16bd4bf91098453,0.9444592030360531
4ef4346d42e359ad5cd74c0d2a7a2bc98540f6698eaa6e0b71030d1f8bc45f91,0.96296869625043
4f344c790d84a35bac61bc003e80fe6280f4501b3f9c54820728a9f8ca34a66b,0.9993333333333332
511e6dfa7a2db13d97047605b7f913192ef8f538f9c221bc87dc0393962ec017,0.9869791666666666
5167a4f0408bd53ca9b668b2f11aa68b47ff819527bc84c449bdfb278c4c14df,0.9828127602865234
519e38483b27284e515832391a75166bf7ea7c3bfc1da9018177125f5f7c1965,1.0
5412a2eb65a5f83d3ca1b61a13f8d700f53c4028716b8acbe6f099a815a17b90,0.9536868686868687
54a2b9067e8a4a197aae2e0da7561c1ec2d471282f99f3a622f10354b00f6e9e,0.9913567323481116
556c45c852ff188f73a877a1a2e71441c7730f6debca08a5e0a1edaa72319ad8,0.9837320308474153
55f6e96f03368fc68a755baa69e56305d52e663051808e40212eb7ee8179b24a,0.9417323399007764
56ad43f5779cdabebb5754cedd8a798223330155eb2c7e921a25b91c81362ba4,1.0
571df10735e43dfe717fd567a1018c32fedf98991e926efb4ecc41de815431a0,1.0
572630c404e3f0ecd8d2b1d06bea0692839b7e74d7c2c29c450fb567db8d8f70,0.9583333333333334
57f87680ee956397ec8d0d5f3e6227ba147d82e32cbbf58a14b68cddc519d191,0.9534808067664281
5874bb9b527cfbe3390ff50e437f24250472a3e02cbcae5663a6d68d5028ae98,0.7777777777777778
58dfe52d88c8c1ab3c6d5af5a0b114bd97442c95cbd6de38844b12fbb7dfbe7f,0.9842708333333334
59e3d241a6e5d2315c62ac6d5fcade4f68577fb72f21a63725bb5efe5d6d33f0,0.9789473684210528
5a1f29c378ae0b49a2b1dd626df3626b80fead1ede995f9c9fa299da816aebab,0.8904649330181246
5aeab565dde37816c60c0166ec55dfb826d7f973e852af015b0c196f16e6e187,0.8235294117647058
5cf2946c5e96eeebb95c6ff2a6939505154c15f17df1bcca0df7572218bf522b,0.9505854628512773
5db0581d84d768f34fb37f9af1e28d5f2e9f8bfabca2be23200dce7aa02914a1,0.9332624688146869
5e316ca62cb53d749c47d9600ea53e1b131917214b2c608b2bf7e97bc1a36961,0.9128616504072894
5ea51978e18c4add3201c2d5ed40bd3fae552948d1e52fb4de7db980cdb3bf97,0.9784267040149394
5f4e57091303a789cf410f5494c7d84e4b336116b885d77ebe2c392408f188ce,1.0
5f7ebe1f9ff65d8837e2a1d613ec2cb883a647342c3844334562c04478392ca2,0.860613810741688
6015aa04a892a5ac3010f112db82472ebf880982464bad651371d7011d09fd37,0.9423076923076924
61ee6c5e4854a30d7136186c75ff05f36106379047de78e8c80d4e6c2e5fcfc6,0.9722689075630252
621b5e7da79cd7f24d6caa28f6f337d40851ac4e2e3145226c7940ab2ae89f54,0.9
622f19e1d30f8c455d53743666f79eafe556a65121c0739b9f5b48af016829a2,0.9905779567724146
63d18f6b129835a37f8b6aa166398d66e283d4e162773c9ef8d2c35638363f33,0.9860998650472335
656f7736a5758c828f8e2f29fb02bd62646d954a64917e0f8f9824621a3f90e0,1.0
6728a1da754d148e00e99e9ec0ffcc26f1ddca5c5a47f9d2e20342c1a7e05e26,0.9841366092010998
685451c44445c11ba26998312ddd3020c01a2bf281ebf7050671be21d51dc38c,0.9342957839939908
68d91d8a1293792e67b3b6b387e21da990d09b1d61ba00d7cb73a06d7e563fea,1.0
69b63eddd63c0cb3840a7f461c839191046da1a8ba1cbbca44a625f63891c42d,1.0
69da3633e6aba85b1019f963c6acc3eea38f5680269e41251f4e2a9ceff0edaf,1.0
6ae538b99a1cafd424f89e0879c420970542c097a9801b6415053b3b10569752,0.9814814814814815
6b89a9e05bef691381b7d045469f8f600388e6d9397fd1420a61c446d5e75469,0.9818948412698413
6be578d3e4d7439142cb095d82b4ff1288e6eb7caa59ec038c97abf35331fee3,0.631578947368421
6c1130008a4c78df9c1d28da269c17c67ed0925d26a007de4e5e52d286f89eb2,0.9729916202518942
6c4f3b918e12ec8ca1b1f3beb0c1f0661e3ae999c8a2bdabf7b61ef002bf8ee4,1.0
6ce108d250a9292e91e95b2a47c387f5d35df9595dd5d03b0c916f947880151a,1.0
6d0bc8fe0edb0078de7f628cc6a78f97ccb45fc766369b3b2e8f30e68d7e34bf,0.9420168392479954
6e01b2f154582f70176b0bb03bd195eddfeb9df108715f080e951791c066f901,0.9934246558368338
6ec115591cbbda265aa8918943ba1cceee379cde6996c2da9cc47ae90b8e1c52,1.0
6f556e2f83d71a5b18da5225a86d9cfc34db0a83384e81f7c11d42576dc8d412,1.0
705530a804d93e4272b4102c39aa2a87c57ad64ee9863aba9e01a69e77742029,1.0
70a4d1610ef645fbdb1c4556fa8e19da776a9aaa51df904f41f822bfc4a31247,1.0
7100501c54262b549d619a325d49ad3e1658564159c697e110d7908018528e75,0.9593928617991101
711b6578f6958882200d46c67f0de2724887841f3a8720d8820b3a0bd5fd8d89,0.9682429069188652
718c5ff9ae09b45e311a0728529322dd825c2c6efc32d0ca13700474c5e86883,0.9898984663215582
71c5009288886bd8354f90fa80bb3b4931f611a66d575d318f4fb0fd8dbbcd35,0.7532467532467533
71e550cbc37c9f025a49bcb325688b57bff283c6fd873f63cffa923af16dd736,0.9035714285714287
72ea86f41f202d5598ea7b6f01f0d2c5de5178270f8d4a75e61f0ce4eaf13b8b,0.9827586206896551
7321284a6fb72c45de27f185cc781925351229350f91eead2a224f78bbe5cd13,0.8818675818649677
74663cd671aba56ddbfafdc638583b67e3dba4b13e5790f49c8808f1ccfc239b,0.9880952380952381
75a1d8ed20962f4cda55cfe9f27962aedce18ab80221f0ab9304b96e109e5576,0.9427028032668241
7679818fb113b2a8068e0169c197fcd6be22fb1846fa254a6d456a1a1158da8a,0.93535965242487
767aecc63683277095de3257e11c82762e4e82a694e7718cc72022c6f2b6ba3a,0.84
76dedd134ca73c8668486a3ea04c4d69d717e53b796c43300507971578ad3ae2,0.9561395342966096
77725e2b81146cd80909c1f18ef31a52c2346aabcbf73d6bf404ca35f8b24fa2,0.9791666666666666
77a605ae4ac3d9b608e2f461ca6603a740352689d55a94de43dea0173f30b396,0.9391025641025641
7829ee4ecfddbcc507c9d4dc5167c10c7e6d54e9cf9efb8e9c2fd2d0ec7ec07c,0.9759285161922658
783ac12e999e5f120fa03bffeee65d0e9388927dc4c027487ccea1cc0b19bb06,0.7777777777777778
7927fdc326917e31a10694b9da6b0d4d9e42852af7a05bfc0c99b70d2966e368,0.9894616383138621
7a112601a4abd8ac61587da6fd2750426135f5f74d69fb4273069ef31ac0ae63,0.9965277777777778
7a2e2ef8bb589d35211bc2ff6dd5f24b6cb6122d5d8af5825ba040f9bbe50f2d,0.980554688718989
7a74f3673428040b85d808dae45af45a8fb2e0e41d25af6ecd5a900e5e429c8e,0.974327598272483
7b0b29c546d1023a3e0fa1d19750e3ce6cb1ee0f1b49e2b6d9e04e9afce70821,0.9647461406290346
7bff82d3e9364330e4d430227ad7f61e57967e5e46f0b878ea67a0d1cdc13668,0.9704646890995112
7c31eee0bee7cbc5e892742e2e273b0fd54a7df2cabae6a8f3417171735930cd,0.9928571428571429
7c4346202c1cb39f39661c1cfbb0d3f95ebfe954d91107e421c7e4485bbc1494,0.9984984984984985
7c44f61d9648635685a5588dfeade95a1b90c7913e14704da19c7aed0e2b35a0,0.9230769230769231
7d043a3d629379eee2b86da5b0cb6ead858b1fdd3625a0b15d2766ae82d7888c,0.9673880496700793
7d10f3f150491579fb6f9de740e552141c68f5e3a75538a036bcbc25bcb7c4fe,0.9881028810357501
7dad0480b88b5f78c4b890cd61fcb162f84593aa0952ae472d0ead3fc2ae7525,0.980952380952381
7e035a3c69c17ff95277650ecf366e0c6288908580a69ea4f6e11dae4e43d14a,0.9674981103552531
7e24eec5efc5f41ddd6bd174f9367896b5d1e8ffb17df993024d40ffc9fdc3c7,0.9656983039095766
7fdf9fbce234bbfe933d9054e12442fdd8cd5a77bd7665138b8d13914454ee00,0.8438233264320222
803912a46b082be40edd985fdcea2cbdab37e4b5eac4398c90fc0a8034e43fd1,1.0
814404408bd0199512ad4ba3d68faf2960585cdfd69594702c94eff5bd230d06,0.9885369532428356
81f9977b1cb660692df0608a306e0b0e7c4d8216ce002f75adb5a2ae54daef2b,0.9594055944055945
841c8a22f29d717f260e594a6f2390675836a2451699898ea2563a7755d2411d,0.9985714285714286
867355c9b68c12c5903b638411939dc6ea88c456cf5008e235717eaf7995f70d,1.0
875585308b27b4d73fb8d199953864e5b0c07c796d3234eb5c8eeaf84a25ec1e,0.9777233877233878
875a9438e80cf7a876ccc9fb06eea6ece9dbedc57815883fb83dd6061a35dfed,0.9853479853479854
87ec3649c413790e7ea086afc37d342d438a976f153762c35ed5cf5f575ea688,0.9791990646833446
88352ea9ac3d0f2e15272eb1a168474a2df241a974574da0919c70133a9f9e17,0.9857142857142858
886c55e0e56a5da036a6fee2c2f5e2df5fd7f3592e3679fe3c8cb7d752025375,1.0
8a668e242f3a2d041331530f914343f1f1d3beae04c1144d4b3205f5266168d1,0.9943181818181819
8aad99ed71ce2e88e1f45173427baaff382f7efce111c6e313d73c93b5c0c6a3,0.875
8d0a6215dcebc81e339a1a6e3d002e210893369a58bcef31ab3f4ba467405345,0.7740572390572391
8d5889f8e20e5c3d6906ac4f5358b8f01b9dde3d3ecebbcc521eb838c081d98a,1.0
901d8a33071afe7867926cc5531dbf90c60e09da7f00e4f924c8604f4e6d43cd,0.9817494526546251
903cd79b87d031d59564714595680b80eee7e3144372d1ac65bbb221f11ee48c,0.9883720930232558
907a20ee8d483eb92d4e1439ddb4656e0fb90b7f62f3704704775e371ca24425,0.9421884242827565
90959ca5602d6c16556ec556b84756747e2747bb59a2f6d00aaa20042e0032db,0.9833975091640127
90b360395c2dd6c87cff48bc8f0de7cd7a0092d0ebabc97f35961c61a54af6c1,0.9990610328638497
913fab85a6d5111e37f89a38db472778f96b37cabc1e95bfda63a8da763f157c,1.0
9155af3ee12ce94764b3a95d42f1e8f649b52b15e54eeb25f45f2055f8bb2ac7,1.0
91dcd314220a03906075a920095c28c221ce9d46f40ff7166a9d9c7c24560c1d,0.9800872885979269
924b5444df1fa359f2ff664d4290519cc4bb2e9126a684ba1fefcc7d5b7235c6,1.0
9250e7807f6c8ec9c624cfe65e2f2302078ed22517311660a5908f073c0e5eb1,0.9982142857142857
92ba8913b7626d3591c2e74854c3e42e094f8d391375b71ff4785a357ee151af,0.9676715686274511
937de36550b8a561bc98ff7418312f68797431b8bde9e3821428baaa1fa6bd06,1.0
93aa5e065c6367be94a623d135db17253b7a3e9f58493ed93ea1f8db7f31e59c,0.9175843253968253
93c45d457d4165af103092ff9c4cdcfa24e9f4b1e0c82b398dd38cbf779e2ced,0.9566128663003661
9469816b7548f230d9328e0731b676c5269a69fa1178a24d846fd8ee84716a5a,0.9943181818181819
973d90c0774ace53df406494a67749358d32bf6dedc92320b0fdaec3d25c54a7,1.0
97b8db3b1b45ac444ded1465a3d2a71a855c99fce1efcee4e0c2dff031993295,0.6666666666666666
986ffb5ce1387650ef19b2ef6feb99199475cd0b6b46913756127f8dbb5acf78,0.8620689655172413
99271bf6bc1515593bf9a6ea0773c41992575a69bd1e395eeadc0a56085a9820,0.9683943849494524
995f379a3dafceba704a1214ddb2fd6b81fdf30522af6550d1d66b42c29276be,1.0
99653ff9fafee64ba1762963fd0618df42a663bb5992da86ed15349c1b0d5c17,0.9852941176470589
9b2bbb8d21b528df0a79dfa85cd355601b9e7f8a76a5148096692bf817e41467,1.0
9be32419109bbed7aa57f9a41e48584025c5ab4d53acbc65b916b7a6e0a3cb10,1.0
9d9b0b757e5de6bad7cdefac9030fdab8443a97a360b22b01dc50393f2684221,0.979000084882438
9db039796486e9048d824cc9981874d35074412e5cf5717a70629b5ff4bcf696,1.0
9dc68187549429df4f3437373f26b66209182c2362403ff35fafec27fc5112df,0.9204288289471356
9dd19c0b7e51ac4145b141b21b65931290ca74f63d76ba5221aa095a6405291d,0.9078231292517006
9ddec59680d7515fdde5142a7d9125faa09e88d59d61ab2ce7b57b42f6c3664f,0.9690925625300625
9ef9eca46128a8d01ac4ef2d43787de51b86e42afc07737fee56345aeddaa151,1.0
9efbdf1999b9da8de7d9a6f3566a3c87eaf1ebc97c834e70dd7d8a9b5610a367,0.9380892255892256
9f8b30169384d0831aebc18e59165bf0b25f64763b8ed2da60b379339f416bc5,1.0
9fc48a219eb1bda5234a525f36e4d345045d489ae61a59add51df210353c3234,0.9713516746411482
9fed5a45cdf73f1f25d9fa9107fe22acf60a104b40e3ad4a32896d68fea248be,0.983908577600245
a0e2a4e401e09b5fb1ae1d627b7deed3d8585d6cbbf5e3594160c0dac40e4658,1.0
a1b5b0a0677527261a25370bf6120e998a7a662b3266e4581930f386a340266d,1.0
a20da6a9c348faddedf29c46fd8f3495f0a0c80bb1657a1bd6f0cde18fa4d468,0.9709423448438993
a21ff661995a9170170dafb607f1c2c0ed52f47ce570c701053525ad60ff38a2,0.9924931129476583
a322d2383f25e2d4fd51b7e093c7bae5d1fc34faa636e92fb39b307a3a605ba9,1.0
a48f68225ec41211ae2f9df72adfaf4fb5fc9b2aba62520e9290ae852190aa31,0.945747092584105
a4e93695f67bddf5d126734eb20ddbddbf1b821467446a58c2bf35a7e12b7c00,1.0
a5b275a232bab6173d895cba66b03a3f0517e42f4e01dfaf0a05130145ee4ca4,0.9277829137816073
a5c58eaed91e17eb051bbb14d120b21a3e53972890b1741ebfbf91e605b9be8c,1.0
a5e94c4a9f8b5a7f3458be4f47678b8b97936bd6e666a766c462c86f6f3f5f1d,0.9795454545454545
a68b209bcf053f4529ae29ed194ad359793e33ed74234eb33c27925c3d43ca94,0.891703348005869
a718fcabccd9da28be7c57f4f86443fe97ba7627878185744cbbb32e52d3df48,0.9963768115942028
a757748f55780e047303bc599314599b0aad53f2c128aa868c50db06a7a7e7d7,0.8491990846681923
a78187c3bf5febd4c2545384178500373e7a79d80e647dcd685d68fe99635c8d,0.6428571428571429
a7913b9893d349676774a768b25c1446988fe7e4ba95b9a0a805741f8e222191,0.983748872036673
a88300dcde1dbe4c1f5e0efbc0f6bcab65112fee050f6ac74870807a192e5b51,0.9455877581269552
aa2ddc77ab08269f183065b9facd5275233241a14a641ab9dee043b9dea62460,1.0
aa309e3b0dc2cb4ba2204d21909771e8c2a9ff3b76d0da0565c8eb05f24af744,0.9511607279143812
aa89918517b9f7ba824bab9fa2ee5ddea06e523cefbe141e6c79aaf330ac1b03,1.0
ac4f3b51588aad478b0a97e21a2a665ff46107bbfeb9fbe3d9dc600d092d7cc3,0.7708555238920809
ac53456a4f379ab8451cb8a3a0aa4a1b4e63fd6c104e1a1e4223dcd3c1076cac,0.996031746031746
ac6896de38ffe964ae3b77294a160d99e79c089f25bbbe3dbbf5ab5e99ed47ba,0.930984305984306
ad06148d812b52daadcea740206f2c3c57864df2d5334758089a5009ab4c5178,0.9942627506988599
af002b68f0b81bf7783273d16ebedc2663e1add926f7c0da81e09fb096bc05ba,1.0
af6db4500e76d10130d4a17b4b9cf564b971bcd9293af5625573bf266d02d30d,0.9726190476190476
afa1598cee1e18da39d8ed848b2f53a0850c90ec271c6ba0a1c3cfbdac56a2cc,0.9412350929942847
afd735f037d301bef03f299c2d6ba9ff6e36fa56f47d26e4aac3438ded2777b1,1.0
b04f323a99d39caf9e6ae9d4e11f9052b772147a349e8c5b754ca8c49ec385c1,0.9718803418803419
b1f9270598c6e3c0f0e2d3b32f8f918bee12a814decacb253b7e581191b5a08d,0.9927156177156178
b26602ca8f7988b9f9c89019f02ae7664429d174b33cd7c75e4a0b49cd2429a9,0.9796586556017246
b3e590e9bd0e70f26d1fc24fb8dae0495f5a14709b36f007f87cc66ef5aa0bf1,0.9643014476437548
